Topic,DOI,Probability,Assignments,Characteristic
93,10.2307/4331556,0.00434782608696,2.0,0.45411157358
94,10.2307/4331556,0.00217391304348,1.0,0.316813633503
95,10.2307/4331556,0.00217391304348,1.0,0.172484959318
4,10.2307/4331005,0.0786516853933,14.0,1.33793106691
14,10.2307/4331005,0.0224719101124,4.0,3.20013072405
19,10.2307/4331005,0.230337078652,41.0,32.3374674745
29,10.2307/4331005,0.477528089888,85.0,21.5139706891
43,10.2307/4331005,0.11797752809,21.0,4.19614948525
46,10.2307/4331005,0.061797752809,11.0,5.24433477259
82,10.2307/4331005,0.00561797752809,1.0,0.746031399724
95,10.2307/4331005,0.00561797752809,1.0,0.445747647675
1,10.2307/4331352,0.000953591862683,3.0,0.245579145085
4,10.2307/4331352,0.00953591862683,30.0,0.162213965519
9,10.2307/4331352,0.00190718372537,6.0,0.446896078454
11,10.2307/4331352,0.00286077558805,9.0,0.578124638452
13,10.2307/4331352,0.00222504767959,7.0,0.421870763376
14,10.2307/4331352,0.0820089001907,258.0,11.678544451
19,10.2307/4331352,0.00540368722187,17.0,0.7586340888
22,10.2307/4331352,0.0057215511761,18.0,0.78109108313
23,10.2307/4331352,0.000635727908455,2.0,0.0184515781362
28,10.2307/4331352,0.00190718372537,6.0,0.290469023102
29,10.2307/4331352,0.0101716465353,32.0,0.458261011351
31,10.2307/4331352,0.0384615384615,121.0,0.868907446427
32,10.2307/4331352,0.000317863954228,1.0,0.046490360256
33,10.2307/4331352,0.0241576605213,76.0,2.43794042265
34,10.2307/4331352,0.0146217418945,46.0,0.389896948732
35,10.2307/4331352,0.000317863954228,1.0,0.0726146888877
36,10.2307/4331352,0.00985378258106,31.0,0.817462289498
40,10.2307/4331352,0.000317863954228,1.0,0.0425976059851
45,10.2307/4331352,0.00540368722187,17.0,0.460622854368
49,10.2307/4331352,0.00731087094723,23.0,1.02020404035
50,10.2307/4331352,0.000953591862683,3.0,0.2536448387
52,10.2307/4331352,0.0108073744437,34.0,2.47362107429
53,10.2307/4331352,0.00222504767959,7.0,0.414304474133
59,10.2307/4331352,0.0553083280356,174.0,13.0208878007
60,10.2307/4331352,0.00127145581691,4.0,0.50901803844
62,10.2307/4331352,0.00254291163382,8.0,0.449315299351
66,10.2307/4331352,0.000635727908455,2.0,0.112865751807
68,10.2307/4331352,0.0565797838525,178.0,2.90791377618
69,10.2307/4331352,0.050222504768,158.0,1.25645586163
70,10.2307/4331352,0.00603941513032,19.0,0.290212551901
74,10.2307/4331352,0.000317863954228,1.0,0.0453616320235
75,10.2307/4331352,0.00476795931341,15.0,0.0844086233681
76,10.2307/4331352,0.00413223140496,13.0,0.716128451047
77,10.2307/4331352,0.000317863954228,1.0,0.0498113418354
78,10.2307/4331352,0.000635727908455,2.0,0.0974846447964
79,10.2307/4331352,0.00254291163382,8.0,0.305985149399
81,10.2307/4331352,0.00603941513032,19.0,0.29378405591
82,10.2307/4331352,0.0108073744437,34.0,1.43515004168
83,10.2307/4331352,0.00127145581691,4.0,0.215230713881
84,10.2307/4331352,0.000317863954228,1.0,0.0922479477585
85,10.2307/4331352,0.00762873490146,24.0,1.56545593342
86,10.2307/4331352,0.00953591862683,30.0,0.230821990228
87,10.2307/4331352,0.000635727908455,2.0,0.122969653625
88,10.2307/4331352,0.00476795931341,15.0,0.582573180374
89,10.2307/4331352,0.000317863954228,1.0,0.0376788464639
91,10.2307/4331352,0.000953591862683,3.0,0.141742189238
97,10.2307/4331352,0.53083280356,1670.0,109.314920378
98,10.2307/4331352,0.0034965034965,11.0,0.641950115338
1,10.2307/4331353,0.000817394147458,5.0,0.210504057119
2,10.2307/4331353,0.000163478829492,1.0,0.0400629415345
4,10.2307/4331353,0.0276279221841,169.0,0.469974104426
5,10.2307/4331353,0.000163478829492,1.0,0.0497560451482
8,10.2307/4331353,0.000163478829492,1.0,0.0407419351642
11,10.2307/4331353,0.000653915317966,4.0,0.132147575069
15,10.2307/4331353,0.000163478829492,1.0,0.019440976404
16,10.2307/4331353,0.0109530815759,67.0,1.47976609492
19,10.2307/4331353,0.000163478829492,1.0,0.0229511087073
21,10.2307/4331353,0.000490436488475,3.0,0.121922550652
22,10.2307/4331353,0.523622690862,3203.0,71.4835893569
23,10.2307/4331353,0.00621219552068,38.0,0.180304827777
24,10.2307/4331353,0.000653915317966,4.0,0.155785805943
26,10.2307/4331353,0.00359653424881,22.0,0.66950203727
27,10.2307/4331353,0.00506784371424,31.0,0.15251134212
29,10.2307/4331353,0.00997220859899,61.0,0.449275776751
31,10.2307/4331353,0.0222331208109,136.0,0.502281629977
33,10.2307/4331353,0.0039234919078,24.0,0.39595057276
34,10.2307/4331353,0.0147130946542,90.0,0.39233292131
35,10.2307/4331353,0.00163478829492,10.0,0.373460538239
37,10.2307/4331353,0.000163478829492,1.0,0.0428825920925
39,10.2307/4331353,0.000490436488475,3.0,0.0998082152641
40,10.2307/4331353,0.0452836357692,277.0,6.06855369542
42,10.2307/4331353,0.000490436488475,3.0,0.143480663092
43,10.2307/4331353,0.0495340853359,303.0,1.76179675952
44,10.2307/4331353,0.0443027627922,271.0,4.76682371094
45,10.2307/4331353,0.000817394147458,5.0,0.069676576361
46,10.2307/4331353,0.000490436488475,3.0,0.0416198488351
48,10.2307/4331353,0.000163478829492,1.0,0.0353002844243
49,10.2307/4331353,0.00163478829492,10.0,0.228128445383
51,10.2307/4331353,0.00555828020271,34.0,0.823683825894
52,10.2307/4331353,0.00523132254373,32.0,1.19735924372
54,10.2307/4331353,0.00408697073729,25.0,0.571561424888
57,10.2307/4331353,0.00163478829492,10.0,0.457754321907
58,10.2307/4331353,0.00899133562204,55.0,1.49982816336
61,10.2307/4331353,0.00228870361288,14.0,0.337180784806
62,10.2307/4331353,0.000163478829492,1.0,0.0288856042946
63,10.2307/4331353,0.000163478829492,1.0,0.0202282186996
64,10.2307/4331353,0.00310609776034,19.0,0.428846533591
65,10.2307/4331353,0.0076835049861,47.0,1.5834069465
68,10.2307/4331353,0.0704593755109,431.0,3.6212543555
69,10.2307/4331353,0.0547654078797,335.0,1.37010923814
70,10.2307/4331353,0.00474088605526,29.0,0.227814218874
71,10.2307/4331353,0.000163478829492,1.0,0.0314721436603
72,10.2307/4331353,0.000163478829492,1.0,0.0204442869824
75,10.2307/4331353,0.0127513487003,78.0,0.225740976198
78,10.2307/4331353,0.000163478829492,1.0,0.0250683907577
79,10.2307/4331353,0.0174922347556,107.0,2.10481716857
82,10.2307/4331353,0.0111165604054,68.0,1.47620795525
85,10.2307/4331353,0.0019617459539,12.0,0.402560435389
86,10.2307/4331353,0.00179826712441,11.0,0.0435280136986
88,10.2307/4331353,0.000653915317966,4.0,0.0798986529543
89,10.2307/4331353,0.00179826712441,11.0,0.213162360753
90,10.2307/4331353,0.000490436488475,3.0,0.165988980782
92,10.2307/4331353,0.00376001307831,23.0,0.285346401066
93,10.2307/4331353,0.000490436488475,3.0,0.0512239636701
94,10.2307/4331353,0.000817394147458,5.0,0.119122340536
95,10.2307/4331353,0.000817394147458,5.0,0.0648545702846
97,10.2307/4331353,0.000326957658983,2.0,0.0673307117024
0,10.2307/4331350,0.00111287758347,7.0,0.147433113395
1,10.2307/4331350,0.00143084260731,9.0,0.368485845995
2,10.2307/4331350,0.00206677265501,13.0,0.506493668325
3,10.2307/4331350,0.00365659777424,23.0,0.623048628931
4,10.2307/4331350,0.0569157392687,358.0,0.968184411855
6,10.2307/4331350,0.000317965023847,2.0,0.0453490181623
8,10.2307/4331350,0.000158982511924,1.0,0.0396213700158
10,10.2307/4331350,0.000635930047695,4.0,0.0619563796968
12,10.2307/4331350,0.0155802861685,98.0,0.874249195703
13,10.2307/4331350,0.00238473767886,15.0,0.452148110918
14,10.2307/4331350,0.000158982511924,1.0,0.0226400345342
15,10.2307/4331350,0.000317965023847,2.0,0.0378125445671
16,10.2307/4331350,0.000158982511924,1.0,0.021478606655
17,10.2307/4331350,0.000635930047695,4.0,0.123463274123
19,10.2307/4331350,0.00635930047695,40.0,0.892794479889
20,10.2307/4331350,0.00190779014308,12.0,0.435480314596
21,10.2307/4331350,0.000635930047695,4.0,0.158092261227
22,10.2307/4331350,0.0834658187599,525.0,11.3945335405
23,10.2307/4331350,0.00317965023847,20.0,0.0922872254632
24,10.2307/4331350,0.000635930047695,4.0,0.151501077099
27,10.2307/4331350,0.00365659777424,23.0,0.110041403324
29,10.2307/4331350,0.00763116057234,48.0,0.343805041743
31,10.2307/4331350,0.107313195548,675.0,2.42437610251
32,10.2307/4331350,0.00254372019078,16.0,0.372041140516
33,10.2307/4331350,0.00302066772655,19.0,0.304839450304
34,10.2307/4331350,0.00635930047695,40.0,0.169574314054
36,10.2307/4331350,0.00906200317965,57.0,0.751776874083
38,10.2307/4331350,0.000476947535771,3.0,0.162495867033
39,10.2307/4331350,0.00158982511924,10.0,0.323543642168
40,10.2307/4331350,0.284419713831,1789.0,38.1156741526
41,10.2307/4331350,0.000317965023847,2.0,0.0677186598945
43,10.2307/4331350,0.00683624801272,43.0,0.243147309865
44,10.2307/4331350,0.00158982511924,10.0,0.171059672061
45,10.2307/4331350,0.00222575516693,14.0,0.189728542016
47,10.2307/4331350,0.00476947535771,30.0,0.412212941465
48,10.2307/4331350,0.000635930047695,4.0,0.137317545198
50,10.2307/4331350,0.000158982511924,1.0,0.0422875814812
51,10.2307/4331350,0.00620031796502,39.0,0.91882766556
52,10.2307/4331350,0.000158982511924,1.0,0.0363883470481
53,10.2307/4331350,0.00127186009539,8.0,0.236820690551
55,10.2307/4331350,0.000317965023847,2.0,0.12883932001
56,10.2307/4331350,0.000158982511924,1.0,0.0526376888368
57,10.2307/4331350,0.00111287758347,7.0,0.311614981077
58,10.2307/4331350,0.000476947535771,3.0,0.0795587415114
60,10.2307/4331350,0.000158982511924,1.0,0.0636474860466
62,10.2307/4331350,0.000794912559618,5.0,0.140455676844
65,10.2307/4331350,0.000158982511924,1.0,0.0327629140878
67,10.2307/4331350,0.00158982511924,10.0,0.320861085269
68,10.2307/4331350,0.00158982511924,10.0,0.081708943569
69,10.2307/4331350,0.0744038155803,468.0,1.86141871349
70,10.2307/4331350,0.00763116057234,48.0,0.366700837064
71,10.2307/4331350,0.000317965023847,2.0,0.0612130692433
75,10.2307/4331350,0.0400635930048,252.0,0.709257883807
76,10.2307/4331350,0.000476947535771,3.0,0.0826564794055
79,10.2307/4331350,0.117965023847,742.0,14.1945732466
80,10.2307/4331350,0.000635930047695,4.0,0.298496239169
81,10.2307/4331350,0.0155802861685,98.0,0.757894525224
82,10.2307/4331350,0.00413354531002,26.0,0.548908317635
84,10.2307/4331350,0.000158982511924,1.0,0.0461386396897
86,10.2307/4331350,0.0149443561208,94.0,0.361736100892
87,10.2307/4331350,0.00111287758347,7.0,0.215265318929
88,10.2307/4331350,0.000158982511924,1.0,0.019425280609
89,10.2307/4331350,0.0160572337043,101.0,1.90338676447
91,10.2307/4331350,0.043720190779,275.0,6.49858267195
92,10.2307/4331350,0.0131955484897,83.0,1.00140669546
93,10.2307/4331350,0.000158982511924,1.0,0.0166050336921
95,10.2307/4331350,0.0108108108108,68.0,0.857763040931
96,10.2307/4331350,0.000158982511924,1.0,0.0253412595203
0,10.2307/4331351,0.0144713922015,108.0,1.91715822039
2,10.2307/4331351,0.000133994372236,1.0,0.0328373326232
3,10.2307/4331351,0.000535977488945,4.0,0.0913253412715
4,10.2307/4331351,0.0479699852606,358.0,0.816009640971
8,10.2307/4331351,0.000401983116709,3.0,0.100181596168
9,10.2307/4331351,0.000133994372236,1.0,0.0313978976912
11,10.2307/4331351,0.000267988744473,2.0,0.0541569554266
12,10.2307/4331351,0.0774487471526,578.0,4.34584475368
13,10.2307/4331351,0.000401983116709,3.0,0.0762163102686
14,10.2307/4331351,0.00120594935013,9.0,0.171734202731
16,10.2307/4331351,0.0100495779177,75.0,1.35770235689
17,10.2307/4331351,0.000535977488945,4.0,0.104057884796
20,10.2307/4331351,0.000401983116709,3.0,0.0917583806381
21,10.2307/4331351,0.000669971861182,5.0,0.16655505881
22,10.2307/4331351,0.00133994372236,10.0,0.182925584553
23,10.2307/4331351,0.0247889588637,185.0,0.719482982114
24,10.2307/4331351,0.00241189870025,18.0,0.574599757106
25,10.2307/4331351,0.00509178614498,38.0,0.852785209105
26,10.2307/4331351,0.0203671445799,152.0,3.79138466264
27,10.2307/4331351,0.0194291839743,145.0,0.584700533659
28,10.2307/4331351,0.00107195497789,8.0,0.163261520689
29,10.2307/4331351,0.000133994372236,1.0,0.00603681973448
31,10.2307/4331351,0.00455580865604,34.0,0.102922977709
32,10.2307/4331351,0.000535977488945,4.0,0.0783913564869
33,10.2307/4331351,0.000401983116709,3.0,0.0405672928711
34,10.2307/4331351,0.0578855688061,432.0,1.54355115936
36,10.2307/4331351,0.00174192683907,13.0,0.144508922365
38,10.2307/4331351,0.000133994372236,1.0,0.0456518381186
39,10.2307/4331351,0.000133994372236,1.0,0.0272690541235
40,10.2307/4331351,0.00334985930591,25.0,0.448921574532
43,10.2307/4331351,0.0121934878735,91.0,0.433690200941
44,10.2307/4331351,0.0120594935013,90.0,1.29755969923
45,10.2307/4331351,0.00911161731207,68.0,0.776695430707
46,10.2307/4331351,0.000535977488945,4.0,0.0454845889185
48,10.2307/4331351,0.000133994372236,1.0,0.028933651323
49,10.2307/4331351,0.00334985930591,25.0,0.467460036314
50,10.2307/4331351,0.000401983116709,3.0,0.106923042014
51,10.2307/4331351,0.0213051051856,159.0,3.15721228695
53,10.2307/4331351,0.00241189870025,18.0,0.449096184246
54,10.2307/4331351,0.00509178614498,38.0,0.712084507408
56,10.2307/4331351,0.000267988744473,2.0,0.0887286782215
58,10.2307/4331351,0.000267988744473,2.0,0.0447027097331
59,10.2307/4331351,0.019831167091,148.0,4.66872550339
63,10.2307/4331351,0.00120594935013,9.0,0.149219365412
64,10.2307/4331351,0.000669971861182,5.0,0.0925003436595
65,10.2307/4331351,0.000267988744473,2.0,0.0552267800113
68,10.2307/4331351,0.0357764973871,267.0,1.83873041804
69,10.2307/4331351,0.000267988744473,2.0,0.00670448497939
70,10.2307/4331351,0.306445129305,2287.0,14.7256350282
71,10.2307/4331351,0.000133994372236,1.0,0.0257959403417
72,10.2307/4331351,0.000669971861182,5.0,0.0837851423499
75,10.2307/4331351,0.0572155969449,427.0,1.01290498845
76,10.2307/4331351,0.00696770735629,52.0,1.20752518129
78,10.2307/4331351,0.000803966233418,6.0,0.123282872516
79,10.2307/4331351,0.000133994372236,1.0,0.0161233632589
80,10.2307/4331351,0.131716467908,983.0,61.8257785582
81,10.2307/4331351,0.000535977488945,4.0,0.026072332698
82,10.2307/4331351,0.00616374112287,46.0,0.818505306303
83,10.2307/4331351,0.00656572423958,49.0,1.11143894773
84,10.2307/4331351,0.00107195497789,8.0,0.311094244833
85,10.2307/4331351,0.000803966233418,6.0,0.164978037202
86,10.2307/4331351,0.000267988744473,2.0,0.00648681031987
87,10.2307/4331351,0.000267988744473,2.0,0.0518374018899
88,10.2307/4331351,0.000669971861182,5.0,0.0818605219284
89,10.2307/4331351,0.0318906605923,238.0,3.78024399466
92,10.2307/4331351,0.00857563982313,64.0,0.650803044938
93,10.2307/4331351,0.00334985930591,25.0,0.349878272556
94,10.2307/4331351,0.000133994372236,1.0,0.0195275722111
95,10.2307/4331351,0.0117915047568,88.0,0.935574320405
98,10.2307/4331351,0.000535977488945,4.0,0.0984042519023
99,10.2307/4331351,0.000133994372236,1.0,0.0451061133563
1,10.2307/4331356,0.00252525252525,1.0,0.65032995828
3,10.2307/4331356,0.0353535353535,14.0,6.02389792092
4,10.2307/4331356,0.0757575757576,30.0,1.28869983718
5,10.2307/4331356,0.0328282828283,13.0,9.9915415814
12,10.2307/4331356,0.0707070707071,28.0,3.96755226621
18,10.2307/4331356,0.0176767676768,7.0,3.56021603469
27,10.2307/4331356,0.118686868687,47.0,3.57175450865
29,10.2307/4331356,0.224747474747,89.0,10.1254998116
33,10.2307/4331356,0.00505050505051,2.0,0.50968637491
34,10.2307/4331356,0.118686868687,47.0,3.16485192322
45,10.2307/4331356,0.010101010101,4.0,0.86103357091
52,10.2307/4331356,0.0227272727273,9.0,5.2018796121
59,10.2307/4331356,0.00505050505051,2.0,1.18900827299
63,10.2307/4331356,0.0353535353535,14.0,4.37450553786
73,10.2307/4331356,0.0353535353535,14.0,10.5763284841
81,10.2307/4331356,0.0151515151515,6.0,0.737037192897
85,10.2307/4331356,0.0656565656566,26.0,13.4730675011
88,10.2307/4331356,0.0176767676768,7.0,2.15983612427
89,10.2307/4331356,0.0909090909091,36.0,10.7761500887
1,10.2307/4331357,0.0228571428571,8.0,5.88641516523
19,10.2307/4331357,0.0514285714286,18.0,7.22015650093
25,10.2307/4331357,0.154285714286,54.0,25.8401612661
27,10.2307/4331357,0.04,14.0,1.20375726419
29,10.2307/4331357,0.28,98.0,12.61477999
31,10.2307/4331357,0.0257142857143,9.0,0.580926692754
42,10.2307/4331357,0.00571428571429,2.0,1.6717546974
43,10.2307/4331357,0.142857142857,50.0,5.08105175765
52,10.2307/4331357,0.0428571428571,15.0,9.8092586971
62,10.2307/4331357,0.0114285714286,4.0,2.01935133108
76,10.2307/4331357,0.00571428571429,2.0,0.990303343734
80,10.2307/4331357,0.00571428571429,2.0,2.68220192053
86,10.2307/4331357,0.197142857143,69.0,4.77194787684
97,10.2307/4331357,0.0142857142857,5.0,2.94187116774
8,10.2307/4331354,0.0018018018018,1.0,0.449042193512
11,10.2307/4331354,0.0594594594595,33.0,12.0159647077
14,10.2307/4331354,0.158558558559,88.0,22.5796611088
22,10.2307/4331354,0.0162162162162,9.0,2.21379508786
29,10.2307/4331354,0.142342342342,79.0,6.41291904252
33,10.2307/4331354,0.018018018018,10.0,1.81834058076
36,10.2307/4331354,0.0900900900901,50.0,7.47380518094
45,10.2307/4331354,0.0972972972973,54.0,8.29384769385
46,10.2307/4331354,0.018018018018,10.0,1.5290607527
49,10.2307/4331354,0.0432432432432,24.0,6.03442897472
59,10.2307/4331354,0.00540540540541,3.0,1.27256020569
69,10.2307/4331354,0.0504504504505,28.0,1.26215855787
75,10.2307/4331354,0.0648648648649,36.0,1.14832228807
81,10.2307/4331354,0.00720720720721,4.0,0.35059066473
86,10.2307/4331354,0.221621621622,123.0,5.3644694111
87,10.2307/4331354,0.0018018018018,1.0,0.348524802076
96,10.2307/4331354,0.0036036036036,2.0,0.57440188246
4,10.2307/4331355,0.002079002079,1.0,0.0353655672573
16,10.2307/4331355,0.128898128898,62.0,17.4141933956
18,10.2307/4331355,0.002079002079,1.0,0.418724546997
22,10.2307/4331355,0.00831600831601,4.0,1.13527953224
23,10.2307/4331355,0.0519750519751,25.0,1.50854118546
29,10.2307/4331355,0.022869022869,11.0,1.03031318599
40,10.2307/4331355,0.234927234927,113.0,31.483084683
51,10.2307/4331355,0.004158004158,2.0,0.616176343768
64,10.2307/4331355,0.0602910602911,29.0,8.32414631069
65,10.2307/4331355,0.004158004158,2.0,0.856876214603
75,10.2307/4331355,0.0977130977131,47.0,1.72984447241
83,10.2307/4331355,0.012474012474,6.0,2.11158781456
86,10.2307/4331355,0.343035343035,165.0,8.30335321605
89,10.2307/4331355,0.004158004158,2.0,0.492880045635
92,10.2307/4331355,0.02079002079,10.0,1.57774919581
93,10.2307/4331355,0.002079002079,1.0,0.217142748281
4,10.2307/4331358,0.0719178082192,21.0,1.2233821742
10,10.2307/4331358,0.0376712328767,11.0,3.6701728692
15,10.2307/4331358,0.208904109589,61.0,24.8429712756
20,10.2307/4331358,0.0171232876712,5.0,3.90863467296
23,10.2307/4331358,0.0239726027397,7.0,0.695788790607
27,10.2307/4331358,0.0102739726027,3.0,0.309184228817
29,10.2307/4331358,0.178082191781,52.0,8.02309881945
45,10.2307/4331358,0.00684931506849,2.0,0.58385153096
56,10.2307/4331358,0.00342465753425,1.0,1.13387350268
75,10.2307/4331358,0.16095890411,47.0,2.84950407955
78,10.2307/4331358,0.219178082192,64.0,33.6095005512
81,10.2307/4331358,0.0445205479452,13.0,2.16567777913
95,10.2307/4331358,0.0171232876712,5.0,1.35861440558
15,10.2307/4331822,0.0495867768595,18.0,5.89688195026
20,10.2307/4331822,0.143250688705,52.0,32.6990131538
26,10.2307/4331822,0.00826446280992,3.0,1.53844626671
29,10.2307/4331822,0.34435261708,125.0,15.5140446551
30,10.2307/4331822,0.00275482093664,1.0,0.534476198841
45,10.2307/4331822,0.275482093664,100.0,23.4827337521
52,10.2307/4331822,0.0771349862259,28.0,17.654864138
57,10.2307/4331822,0.00275482093664,1.0,0.771372778817
69,10.2307/4331822,0.00275482093664,1.0,0.0689195198364
81,10.2307/4331822,0.030303030303,11.0,1.47407438579
82,10.2307/4331822,0.0137741046832,5.0,1.82911279822
84,10.2307/4331822,0.00550964187328,2.0,1.59896442781
86,10.2307/4331822,0.0440771349862,16.0,1.06691053261
13,10.2307/4331794,0.0652173913043,21.0,12.3652679029
29,10.2307/4331794,0.357142857143,115.0,16.0902805994
35,10.2307/4331794,0.124223602484,40.0,28.3783616448
39,10.2307/4331794,0.00310559006211,1.0,0.632015375539
43,10.2307/4331794,0.111801242236,36.0,3.97647528859
48,10.2307/4331794,0.027950310559,9.0,6.03536198265
49,10.2307/4331794,0.0372670807453,12.0,5.2004783866
51,10.2307/4331794,0.00310559006211,1.0,0.460218666696
55,10.2307/4331794,0.0124223602484,4.0,5.03353616685
63,10.2307/4331794,0.00310559006211,1.0,0.384273334737
75,10.2307/4331794,0.0248447204969,8.0,0.439833588598
84,10.2307/4331794,0.00621118012422,2.0,1.80255927732
86,10.2307/4331794,0.208074534161,67.0,5.03655494247
96,10.2307/4331794,0.0155279503106,5.0,2.47510127923
0,10.2307/4331827,0.000785751702462,6.0,0.104095743836
1,10.2307/4331827,0.000261917234154,2.0,0.0674517190882
2,10.2307/4331827,0.000392875851231,3.0,0.0962801257334
4,10.2307/4331827,0.0243583027763,186.0,0.414355138847
7,10.2307/4331827,0.000130958617077,1.0,0.0268248374143
9,10.2307/4331827,0.000130958617077,1.0,0.0306865519211
11,10.2307/4331827,0.000130958617077,1.0,0.0264649920344
12,10.2307/4331827,0.00209533787323,16.0,0.117574698602
13,10.2307/4331827,0.05958617077,455.0,11.2975841282
17,10.2307/4331827,0.000130958617077,1.0,0.0254250914822
18,10.2307/4331827,0.0100838135149,77.0,2.03094565834
23,10.2307/4331827,0.117862755369,900.0,3.42088779038
27,10.2307/4331827,0.171031953903,1306.0,5.14702392298
28,10.2307/4331827,0.000261917234154,2.0,0.0398906734188
29,10.2307/4331827,0.00851231011001,65.0,0.383503283014
30,10.2307/4331827,0.000261917234154,2.0,0.0508158355629
31,10.2307/4331827,0.00261917234154,20.0,0.0591712771271
34,10.2307/4331827,0.0500261917234,382.0,1.33397646125
35,10.2307/4331827,0.403352540597,3080.0,92.1441983527
39,10.2307/4331827,0.000916710319539,7.0,0.18655875543
40,10.2307/4331827,0.00209533787323,16.0,0.28080056245
43,10.2307/4331827,0.00392875851231,30.0,0.13973557741
44,10.2307/4331827,0.000130958617077,1.0,0.0140906932591
45,10.2307/4331827,0.000785751702462,6.0,0.0669793008277
46,10.2307/4331827,0.003404924044,26.0,0.288951632549
47,10.2307/4331827,0.00209533787323,16.0,0.181094423036
48,10.2307/4331827,0.0045835515977,35.0,0.989734729417
49,10.2307/4331827,0.00641697223677,49.0,0.895463898898
50,10.2307/4331827,0.00366684127816,28.0,0.975339032278
51,10.2307/4331827,0.000392875851231,3.0,0.0582204337387
52,10.2307/4331827,0.000785751702462,6.0,0.179844973493
53,10.2307/4331827,0.000130958617077,1.0,0.0243845295896
54,10.2307/4331827,0.000261917234154,2.0,0.0366290333792
58,10.2307/4331827,0.00117862755369,9.0,0.19660469517
61,10.2307/4331827,0.000523834468308,4.0,0.0771733465786
62,10.2307/4331827,0.000261917234154,2.0,0.0462790050995
64,10.2307/4331827,0.00104766893662,8.0,0.144647472966
68,10.2307/4331827,0.00366684127816,28.0,0.188457034329
69,10.2307/4331827,0.00864326872708,66.0,0.216235444767
70,10.2307/4331827,0.00353588266108,27.0,0.1699100837
72,10.2307/4331827,0.000261917234154,2.0,0.0327547678029
73,10.2307/4331827,0.00261917234154,20.0,0.783548993435
75,10.2307/4331827,0.030644316396,234.0,0.542505585936
76,10.2307/4331827,0.000523834468308,4.0,0.0907821294675
77,10.2307/4331827,0.000130958617077,1.0,0.020522064093
78,10.2307/4331827,0.000261917234154,2.0,0.0401632651296
79,10.2307/4331827,0.000392875851231,3.0,0.0472742247254
80,10.2307/4331827,0.000261917234154,2.0,0.122940108982
81,10.2307/4331827,0.0144054478785,110.0,0.700745157207
82,10.2307/4331827,0.00864326872708,66.0,1.14777067626
83,10.2307/4331827,0.00117862755369,9.0,0.199516842352
85,10.2307/4331827,0.000130958617077,1.0,0.0268733868438
86,10.2307/4331827,0.0138816134102,106.0,0.336011847448
87,10.2307/4331827,0.000523834468308,4.0,0.101325963935
88,10.2307/4331827,0.0130958617077,100.0,1.60011805959
90,10.2307/4331827,0.000523834468308,4.0,0.177292578216
93,10.2307/4331827,0.00275013095862,21.0,0.287239248349
94,10.2307/4331827,0.00366684127816,28.0,0.534384442053
95,10.2307/4331827,0.000523834468308,4.0,0.0415626407994
96,10.2307/4331827,0.000130958617077,1.0,0.0208743481381
97,10.2307/4331827,0.000261917234154,2.0,0.0539368731644
98,10.2307/4331827,0.00471451021477,36.0,0.865573387575
7,10.1007/s10739-014-9374-3,0.0528846153846,22.0,10.8325915551
11,10.1007/s10739-014-9374-3,0.00480769230769,2.0,0.971570572954
13,10.1007/s10739-014-9374-3,0.00240384615385,1.0,0.455771092576
23,10.1007/s10739-014-9374-3,0.0240384615385,10.0,0.697700298274
27,10.1007/s10739-014-9374-3,0.0432692307692,18.0,1.30214127136
28,10.1007/s10739-014-9374-3,0.00240384615385,1.0,0.366111997868
29,10.1007/s10739-014-9374-3,0.0288461538462,12.0,1.29959958688
30,10.1007/s10739-014-9374-3,0.336538461538,140.0,65.2934625603
39,10.1007/s10739-014-9374-3,0.00961538461538,4.0,1.9568168358
73,10.1007/s10739-014-9374-3,0.0216346153846,9.0,6.47219002703
78,10.1007/s10739-014-9374-3,0.0192307692308,8.0,2.94891050509
80,10.1007/s10739-014-9374-3,0.00240384615385,1.0,1.12833013484
81,10.1007/s10739-014-9374-3,0.334134615385,139.0,16.2537961722
86,10.1007/s10739-014-9374-3,0.117788461538,49.0,2.85113245846
5,10.2307/4330535,0.00228310502283,2.0,0.694880657926
6,10.2307/4330535,0.00114155251142,1.0,0.162811258128
13,10.2307/4330535,0.295662100457,259.0,56.0577632403
22,10.2307/4330535,0.0125570776256,11.0,1.71425913387
23,10.2307/4330535,0.0365296803653,32.0,1.06024958569
27,10.2307/4330535,0.0331050228311,29.0,0.996260292854
28,10.2307/4330535,0.00570776255708,5.0,0.869307026902
34,10.2307/4330535,0.00114155251142,1.0,0.0304401379966
36,10.2307/4330535,0.125570776256,110.0,10.4172558515
43,10.2307/4330535,0.0456621004566,40.0,1.62408047048
45,10.2307/4330535,0.0239726027397,21.0,2.04348035836
48,10.2307/4330535,0.00228310502283,2.0,0.49299506809
53,10.2307/4330535,0.00228310502283,2.0,0.425114767
54,10.2307/4330535,0.00456621004566,4.0,0.638582874163
59,10.2307/4330535,0.0125570776256,11.0,2.95623289792
61,10.2307/4330535,0.00456621004566,4.0,0.672711957162
64,10.2307/4330535,0.0182648401826,16.0,2.52175366112
70,10.2307/4330535,0.328767123288,288.0,15.7982757886
75,10.2307/4330535,0.0353881278539,31.0,0.626486712526
78,10.2307/4330535,0.00342465753425,3.0,0.525148446112
92,10.2307/4330535,0.00114155251142,1.0,0.0866321190848
97,10.2307/4330535,0.00342465753425,3.0,0.705243088157
